GO:0000005	obsolete ribosomal chaperone activity
GO:0047489	pectate disaccharide-lyase activity
GO:0047490	pectin lyase activity
GO:0047491	poly(alpha-L-guluronate) lyase activity
GO:0047492	xanthan lyase activity
GO:0047493	ceramide cholinephosphotransferase activity
GO:0047494	serine-phosphoethanolamine synthase activity
GO:0047495	membrane-oligosaccharide glycerophosphotransferase activity
GO:0047498	calcium-dependent phospholipase A2 activity
GO:0047499	calcium-independent phospholipase A2 activity
GO:0047500	(+)-borneol dehydrogenase activity
GO:0047501	(+)-neomenthol dehydrogenase activity
GO:0047502	(+)-sabinol dehydrogenase activity
GO:0047503	(-)-borneol dehydrogenase activity
GO:0047504	(-)-menthol dehydrogenase activity
GO:0047505	(-)-menthol monooxygenase activity
GO:0047506	(deoxy)adenylate kinase activity
GO:0047507	(deoxy)nucleoside-phosphate kinase activity
GO:0047508	(R)-2-methylmalate dehydratase activity
GO:0047509	(R)-dehydropantoate dehydrogenase activity
GO:0047510	(S)-2-methylmalate dehydratase activity
GO:0047511	(S)-methylmalonyl-CoA hydrolase activity
GO:0047512	(S,S)-butanediol dehydrogenase activity
GO:0047513	1,2-alpha-L-fucosidase activity
GO:0047514	1,3-beta-D-glucan phosphorylase activity
GO:0047515	1,3-beta-oligoglucan phosphorylase activity
GO:0047516	1,3-propanediol dehydrogenase activity
GO:0047517	1,4-beta-D-xylan synthase activity
GO:0047518	1-methyladenosine nucleosidase activity
GO:0047519	quinate dehydrogenase (quinone) activity
GO:0047520	11-cis-retinyl-palmitate hydrolase activity
GO:0047521	3alpha,7alpha,12beta-trihydroxy-5beta-cholanate dehydrogenase activity
GO:0047522	15-oxoprostaglandin 13-oxidase activity
GO:0047524	16-hydroxysteroid epimerase activity
GO:0047525	2'-hydroxydaidzein reductase activity
GO:0047526	2'-hydroxyisoflavone reductase activity
GO:0047527	2,3-dihydroxybenzoate-serine ligase activity
GO:0047528	2,3-dihydroxyindole 2,3-dioxygenase activity
GO:0047529	2,3-dimethylmalate lyase activity
GO:0047530	2,4-diaminopentanoate dehydrogenase activity
GO:0047531	2,5-diaminovalerate transaminase activity
GO:0047532	2,5-dioxopiperazine hydrolase activity
GO:0047533	2,5-dioxovalerate dehydrogenase (NADP+) activity
GO:0047534	2-acetolactate mutase activity
GO:0047535	2-alkyn-1-ol dehydrogenase activity
GO:0047536	2-aminoadipate transaminase activity
GO:0047537	2-aminohexanoate transaminase activity
GO:0047538	2-carboxy-D-arabinitol-1-phosphatase activity
GO:0047539	2-deoxyglucosidase activity
GO:0047540	2-enoate reductase activity
GO:0047541	2-furoate-CoA ligase activity
GO:0047542	2-furoyl-CoA dehydrogenase activity
GO:0047543	2-hexadecenal reductase activity
GO:0047544	2-hydroxybiphenyl 3-monooxygenase activity
GO:0047545	2-hydroxyglutarate dehydrogenase activity
GO:0047546	2-hydroxypyridine 5-monooxygenase activity
GO:0047547	2-methylcitrate dehydratase activity
GO:0047548	2-methyleneglutarate mutase activity
GO:0047549	2-nitrophenol 2-monooxygenase activity
GO:0047550	2-oxoadipate reductase activity
GO:0047551	2-oxoaldehyde dehydrogenase (NAD) activity
GO:0047552	2-oxoaldehyde dehydrogenase (NADP+) activity
GO:0047553	2-oxoglutarate synthase activity
GO:0047554	2-pyrone-4,6-dicarboxylate lactonase activity
GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity
GO:0047556	3,4-dihydroxyphthalate decarboxylase activity
GO:0047557	3-aci-nitropropanoate oxidase activity
GO:0047558	3-cyanoalanine hydratase activity
GO:0047559	3-dehydro-L-gulonate 2-dehydrogenase activity
GO:0047560	3-dehydrosphinganine reductase activity
GO:0047561	3-hydroxyanthranilate oxidase activity
GO:0047562	3-hydroxyaspartate aldolase activity
GO:0047563	3-hydroxybenzoate 2-monooxygenase activity
GO:0047564	3-hydroxycyclohexanone dehydrogenase activity
GO:0047565	3-hydroxypropionate dehydrogenase (NAD+) activity
GO:0047566	3-ketovalidoxylamine C-N-lyase activity
GO:0047567	3-methyleneoxindole reductase activity
GO:0047568	3-oxo-5-beta-steroid 4-dehydrogenase activity
GO:0047569	3-oxoadipate CoA-transferase activity
GO:0047570	3-oxoadipate enol-lactonase activity
GO:0047571	3-oxosteroid 1-dehydrogenase activity
GO:0047572	3-phosphoglycerate phosphatase activity
GO:0047573	4-acetamidobutyrate deacetylase activity
GO:0047574	4-acetamidobutyryl-CoA deacetylase activity
GO:0047575	4-carboxymuconolactone decarboxylase activity
GO:0047576	4-chlorobenzoate dehalogenase activity
GO:0047577	4-hydroxybutyrate dehydrogenase activity
GO:0047578	4-hydroxyglutamate transaminase activity
GO:0047579	4-hydroxymandelate oxidase activity
GO:0047580	4-hydroxyproline epimerase activity
GO:0047581	4-methyleneglutamate-ammonia ligase activity
GO:0047582	4-methyleneglutaminase activity
GO:0047583	4-methyloxaloacetate esterase activity
GO:0047584	4-oxalmesaconate hydratase activity
GO:0047585	4-pyridoxolactonase activity
GO:0047586	5'-acylphosphoadenosine hydrolase activity
GO:0047587	5-alpha-hydroxysteroid dehydratase activity
GO:0047588	5-aminopentanamidase activity
GO:0047589	5-aminovalerate transaminase activity
GO:0047590	5-dehydro-2-deoxygluconokinase activity
GO:0047591	5-hydroxypentanoate CoA-transferase activity
GO:0047592	5-pyridoxate dioxygenase activity
GO:0047593	6-acetylglucose deacetylase activity
GO:0047594	6-beta-hydroxyhyoscyamine epoxidase activity
GO:0047595	6-hydroxynicotinate reductase activity
GO:0047596	6-methylsalicylate decarboxylase activity
GO:0047597	6-oxocineole dehydrogenase activity
GO:0047598	7-dehydrocholesterol reductase activity
GO:0047599	8-oxocoformycin reductase activity
GO:0047600	abequosyltransferase activity
GO:0047601	acetate kinase (diphosphate) activity
GO:0047602	acetoacetate decarboxylase activity
GO:0047603	acetoacetyl-CoA hydrolase activity
GO:0047604	acetoin racemase activity
GO:0047605	acetolactate decarboxylase activity
GO:0047606	hydroxynitrilase activity
GO:0047608	acetylindoxyl oxidase activity
GO:0047609	acetylputrescine deacetylase activity
GO:0047610	acetylsalicylate deacetylase activity
GO:0047611	acetylspermidine deacetylase activity
GO:0047612	acid-CoA ligase (GDP-forming) activity
GO:0047613	aconitate decarboxylase activity
GO:0047614	aconitate delta-isomerase activity
GO:0047615	actinomycin lactonase activity
GO:0047616	acyl-CoA dehydrogenase (NADP+) activity
GO:0047617	acyl-CoA hydrolase activity
GO:0047618	acylagmatine amidase activity
GO:0047619	acylcarnitine hydrolase activity
GO:0047620	acylglycerol kinase activity
GO:0047621	acylpyruvate hydrolase activity
GO:0047622	adenosine nucleosidase activity
GO:0047623	adenosine-phosphate deaminase activity
GO:0047624	adenosine-tetraphosphatase activity
GO:0047625	adenosylmethionine cyclotransferase activity
GO:0047626	adenosylmethionine hydrolase activity
GO:0047627	adenylylsulfatase activity
GO:0047628	ADP-thymidine kinase activity
GO:0047629	ADP deaminase activity
GO:0047630	ADP-phosphoglycerate phosphatase activity
GO:0047631	ADP-ribose diphosphatase activity
GO:0047632	agmatine deiminase activity
GO:0047633	agmatine kinase activity
GO:0047634	agmatine N4-coumaroyltransferase activity
GO:0047635	alanine-oxo-acid transaminase activity
GO:0047636	alanopine dehydrogenase activity
GO:0047637	alanylphosphatidylglycerol synthase activity
GO:0047638	albendazole monooxygenase activity
GO:0047639	alcohol oxidase activity
GO:0047640	aldose 1-dehydrogenase activity
GO:0047641	aldose-6-phosphate reductase (NADPH) activity
GO:0047642	aldose beta-D-fructosyltransferase activity
GO:0047643	alginate synthase activity
GO:0047644	alizarin 2-beta-glucosyltransferase activity
GO:0047645	alkan-1-ol dehydrogenase (acceptor) activity
GO:0047646	alkanal monooxygenase (FMN-linked) activity
GO:0047647	alkylacetylglycerophosphatase activity
GO:0047648	alkylamidase activity
GO:0047649	alkylglycerol kinase activity
GO:0047650	alkylglycerone kinase activity
GO:0047651	alkylhalidase activity
GO:0047652	allantoate deiminase activity
GO:0047653	allantoin racemase activity
GO:0047654	alliin lyase activity
GO:0047655	allyl-alcohol dehydrogenase activity
GO:0047656	alpha,alpha-trehalose phosphorylase activity
GO:0047657	alpha-1,3-glucan synthase activity
GO:0047658	alpha-amino-acid esterase activity
GO:0047659	alpha-santonin 1,2-reductase activity
GO:0047660	amidinoaspartase activity
GO:0047661	amino-acid racemase activity
GO:0047662	aminobenzoate decarboxylase activity
GO:0047663	aminoglycoside 6'-N-acetyltransferase activity
GO:0047664	aminoimidazolase activity
GO:0047665	aminolevulinate transaminase activity
GO:0047666	ammonia kinase activity
GO:0047667	AMP-thymidine kinase activity
GO:0047668	amygdalin beta-glucosidase activity
GO:0047669	amylosucrase activity
GO:0047670	anhydrotetracycline monooxygenase activity
GO:0047671	anthranilate adenylyltransferase activity
GO:0047672	anthranilate N-benzoyltransferase activity
GO:0047673	anthranilate N-malonyltransferase activity
GO:0047674	apiose 1-reductase activity
GO:0047675	arabinonate dehydratase activity
GO:0047676	arachidonate-CoA ligase activity
GO:0047677	arachidonate 8(R)-lipoxygenase activity
GO:0047678	arginine 2-monooxygenase activity
GO:0047679	arginine racemase activity
GO:0047680	aryl-acylamidase activity
GO:0047681	aryl-alcohol dehydrogenase (NADP+) activity
GO:0047682	aryl-alcohol oxidase activity
GO:0047683	aryl-aldehyde dehydrogenase (NADP+) activity
GO:0047684	arylamine glucosyltransferase activity
GO:0047685	amine sulfotransferase activity
GO:0047686	arylsulfate sulfotransferase activity
GO:0047687	obsolete ascorbate 2,3-dioxygenase activity
GO:0047688	aspartate 4-decarboxylase activity
GO:0047689	aspartate racemase activity
GO:0047690	aspartyltransferase activity
GO:0047691	aspulvinone dimethylallyltransferase activity
GO:0047692	ATP deaminase activity
GO:0047693	ATP diphosphatase activity
GO:0047694	barbiturase activity
GO:0047695	benzoin aldolase activity
GO:0047696	beta-adrenergic receptor kinase activity
GO:0047697	beta-alanopine dehydrogenase activity
GO:0047698	beta-alanyl-CoA ammonia-lyase activity
GO:0047699	beta-diketone hydrolase activity
GO:0047700	beta-glucoside kinase activity
GO:0047701	beta-L-arabinosidase activity
GO:0047702	beta-lysine 5,6-aminomutase activity
GO:0047703	beta-nitroacrylate reductase activity
GO:0047704	bile-salt sulfotransferase activity
GO:0047705	bilirubin oxidase activity
GO:0047706	biochanin-A reductase activity
GO:0047707	biotin-CoA ligase activity
GO:0047708	biotinidase activity
GO:0047709	bis(2-ethylhexyl)phthalate esterase activity
GO:0047710	bis(5'-adenosyl)-triphosphatase activity
GO:0047711	blasticidin-S deaminase activity
GO:0047712	Cypridina-luciferin 2-monooxygenase activity
GO:0047713	galactitol 2-dehydrogenase activity
GO:0047714	galactolipase activity
GO:0047715	hypotaurocyamine kinase activity
GO:0047716	imidazole N-acetyltransferase activity
GO:0047717	imidazoleacetate 4-monooxygenase activity
GO:0047718	indanol dehydrogenase activity
GO:0047719	indole 2,3-dioxygenase activity
GO:0047720	indoleacetaldoxime dehydratase activity
GO:0047721	indoleacetate-lysine synthetase activity
GO:0047722	indolelactate dehydrogenase activity
GO:0047723	inosinate nucleosidase activity
GO:0047724	inosine nucleosidase activity
GO:0047725	inulosucrase activity
GO:0047726	iron-cytochrome-c reductase activity
GO:0047727	isobutyryl-CoA mutase activity
GO:0047728	carnitine 3-dehydrogenase activity
GO:0047729	carnitine decarboxylase activity
GO:0047730	carnosine synthase activity
GO:0047731	catechol oxidase (dimerizing) activity
GO:0047732	CDP-abequose epimerase activity
GO:0047733	CDP-glucose 4,6-dehydratase activity
GO:0047734	CDP-glycerol diphosphatase activity
GO:0047735	cellobiose dehydrogenase (acceptor) activity
GO:0047736	cellobiose epimerase activity
GO:0047738	cellobiose phosphorylase activity
GO:0047739	cephalosporin-C deacetylase activity
GO:0047740	cephalosporin-C transaminase activity
GO:0047741	cetraxate benzylesterase activity
GO:0047742	chenodeoxycholoyltaurine hydrolase activity
GO:0047743	chlordecone reductase activity
GO:0047744	chloridazon-catechol dioxygenase activity
GO:0047745	chlorogenate hydrolase activity
GO:0047746	chlorophyllase activity
GO:0047747	cholate-CoA ligase activity
GO:0047748	cholestanetetraol 26-dehydrogenase activity
GO:0047749	cholestanetriol 26-monooxygenase activity
GO:0047750	cholestenol delta-isomerase activity
GO:0047751	cholestenone 5-alpha-reductase activity
GO:0047753	choline-sulfatase activity
GO:0047754	choline sulfotransferase activity
GO:0047755	isocitrate epimerase activity
GO:0047756	chondroitin 4-sulfotransferase activity
GO:0047757	chondroitin-glucuronate 5-epimerase activity
GO:0047758	ATP:2-methylpropanoate phosphotransferase activity
GO:0047759	butanal dehydrogenase activity
GO:0047760	butyrate-CoA ligase activity
GO:0047761	butyrate kinase activity
GO:0047762	caffeate 3,4-dioxygenase activity
GO:0047763	caffeate O-methyltransferase activity
GO:0047764	caldesmon kinase activity
GO:0047765	caldesmon-phosphatase activity
GO:0047766	carbamoyl-serine ammonia-lyase activity
GO:0047768	carboxy-cis,cis-muconate cyclase activity
GO:0047769	arogenate dehydratase activity
GO:0047770	carboxylate reductase activity
GO:0047771	carboxymethylhydantoinase activity
GO:0047772	carboxymethyloxysuccinate lyase activity
GO:0047773	carnitinamidase activity
GO:0047774	cis-2-enoyl-CoA reductase (NADPH) activity
GO:0047775	citramalate CoA-transferase activity
GO:0047776	citramalate lyase activity
GO:0047777	(3S)-citramalyl-CoA lyase activity
GO:0047778	[citrate-(pro-3S)-lyase] thiolesterase activity
GO:0047779	citrate-CoA ligase activity
GO:0047780	citrate dehydratase activity
GO:0047781	citrullinase activity
GO:0047782	coniferin beta-glucosidase activity
GO:0047783	corticosterone 18-monooxygenase activity
GO:0047784	cortisol O-acetyltransferase activity
GO:0047785	cortisol sulfotransferase activity
GO:0047786	cortisone alpha-reductase activity
GO:0047787	delta4-3-oxosteroid 5beta-reductase activity
GO:0047788	2-coumarate reductase activity
GO:0047789	creatininase activity
GO:0047790	creatinine deaminase activity
GO:0047791	cucurbitacin delta23-reductase activity
GO:0047792	cyanohydrin beta-glucosyltransferase activity
GO:0047793	cycloeucalenol cycloisomerase activity
GO:0047794	cyclohexadienyl dehydrogenase activity
GO:0047795	cyclohexane-1,2-diol dehydrogenase activity
GO:0047796	cyclohexane-1,3-dione hydrolase activity
GO:0047797	cyclohexanone dehydrogenase activity
GO:0047798	cyclomaltodextrinase activity
GO:0047799	cyclopentanone monooxygenase activity
GO:0047800	cysteamine dioxygenase activity
GO:0047801	L-cysteine:2-oxoglutarate aminotransferase activity
GO:0047802	cysteine-conjugate transaminase activity
GO:0047803	cysteine lyase activity
GO:0047804	cysteine-S-conjugate beta-lyase activity
GO:0047805	cytidylate cyclase activity
GO:0047806	cytochrome-c3 hydrogenase activity
GO:0047807	cytokinin 7-beta-glucosyltransferase activity
GO:0047808	D(-)-tartrate dehydratase activity
GO:0047809	D-2-hydroxy-acid dehydrogenase activity
GO:0047810	D-alanine:2-oxoglutarate aminotransferase activity
GO:0047811	D-alanine gamma-glutamyltransferase activity
GO:0047812	D-amino-acid N-acetyltransferase activity
GO:0047813	D-arabinitol 4-dehydrogenase activity
GO:0047814	D-arabinokinase activity
GO:0047815	D-arabinonolactonase activity
GO:0047816	D-arabinose 1-dehydrogenase (NAD) activity
GO:0047817	D-arginase activity
GO:0047818	D-fuconate dehydratase activity
GO:0047819	D-glutamate(D-aspartate) oxidase activity
GO:0047820	D-glutamate cyclase activity
GO:0047821	D-glutamate oxidase activity
GO:0047822	hypotaurine dehydrogenase activity
GO:0047823	D-glutamyltransferase activity
GO:0047824	D-iditol 2-dehydrogenase activity
GO:0047825	D-lactate-2-sulfatase activity
GO:0047826	D-lysine 5,6-aminomutase activity
GO:0047827	D-lysopine dehydrogenase activity
GO:0047828	D-lyxose ketol-isomerase activity
GO:0047829	D-nopaline dehydrogenase activity
GO:0047830	D-octopine dehydrogenase activity
GO:0047831	D-ornithine 4,5-aminomutase activity
GO:0047832	D-pinitol dehydrogenase activity
GO:0047833	D-sorbitol dehydrogenase (acceptor) activity
GO:0047834	D-threo-aldose 1-dehydrogenase activity
GO:0047835	D-tryptophan N-acetyltransferase activity
GO:0047836	D-tryptophan N-malonyltransferase activity
GO:0047837	D-xylose 1-dehydrogenase (NADP+) activity
GO:0047838	D-xylose 1-dehydrogenase (NAD) activity
GO:0047839	dATP(dGTP)-DNA purinetransferase activity
GO:0047840	dCTP diphosphatase activity
GO:0047841	dehydrogluconokinase activity
GO:0047842	dehydro-L-gulonate decarboxylase activity
GO:0047843	dehydrogluconate dehydrogenase activity
GO:0047844	deoxycytidine deaminase activity
GO:0047845	deoxylimonate A-ring-lactonase activity
GO:0047846	deoxynucleotide 3'-phosphatase activity
GO:0047847	deoxyuridine phosphorylase activity
GO:0047848	dephospho-[reductase kinase] kinase activity
GO:0047849	dextransucrase activity
GO:0047850	diaminopimelate dehydrogenase activity
GO:0047851	dicarboxylate-CoA ligase activity
GO:0047852	diferric-transferrin reductase activity
GO:0047853	difructose-anhydride synthase activity
GO:0047854	diguanidinobutanase activity
GO:0047855	dihydrobunolol dehydrogenase activity
GO:0047856	dihydrocoumarin hydrolase activity
GO:0047857	dihydrouracil oxidase activity
GO:0047858	dihydroxyfumarate decarboxylase activity
GO:0047859	obsolete dihydroxyphenylalanine ammonia-lyase activity
GO:0047860	diiodophenylpyruvate reductase activity
GO:0047861	diiodotyrosine transaminase activity
GO:0047862	diisopropyl-fluorophosphatase activity
GO:0047863	dimethylallylcistransferase activity
